"lon","lat","type"
144.412728174374,-10.2322492383796,"dryreef"
144.416499603613,-10.2230199809016,"dryreef"
144.41683117852,-10.2150229484319,"dryreef"
144.411178060494,-10.1915932837206,"dryreef"
144.44093757835,-10.1641045080788,"dryreef"
144.442927505667,-10.1568740256784,"dryreef"
144.442549332157,-10.1401522788253,"dryreef"
144.448663049138,-10.1288802169478,"dryreef"
144.452884637784,-10.1235778087993,"dryreef"
144.459554151046,-10.1163782684353,"dryreef"
144.47425383308,-10.07607321544,"dryreef"
144.686793949413,-10.1086860566639,"dryreef"
144.698331690407,-10.0291957426932,"dryreef"
149.169023526608,-15.8834270174619,"dryreef"
149.197824392592,-15.9717203402533,"dryreef"
149.355859925987,-15.9727149435531,"dryreef"
150.636001016489,-17.777440624365,"dryreef"
150.739663830875,-17.7143217697342,"dryreef"
151.525987669887,-17.3687648792895,"dryreef"
149.201957610812,-16.9396094541971,"dryreef"
150.004657897142,-16.9334930694515,"dryreef"
150.285095022359,-16.5275735555066,"dryreef"
150.338624452033,-16.6026392749369,"dryreef"
150.829066371082,-17.6597005122386,"dryreef"
151.076701171973,-17.4355310862095,"dryreef"
150.946307455779,-17.4555327630524,"dryreef"
150.81078598554,-17.4295615162314,"dryreef"
151.417288090857,-17.6422096341097,"dryreef"
151.574612822681,-17.5818938241764,"dryreef"
151.598216708334,-17.5766220641032,"dryreef"
151.658253171448,-17.5490675153446,"dryreef"
151.726415712312,-17.4956040093992,"dryreef"
151.796943013594,-17.4435841019516,"dryreef"
151.851443321791,-17.4149163247945,"dryreef"
151.882649111003,-17.4126216631267,"dryreef"
152.04118291341,-17.3612477823744,"dryreef"
152.125978188928,-17.1347190535597,"dryreef"
152.055697610241,-17.1208543358582,"dryreef"
152.004841720989,-17.1160886995298,"dryreef"
151.926340019282,-17.1097302702922,"dryreef"
151.899343809306,-17.1065976607404,"dryreef"
151.880723541404,-17.1085087396417,"dryreef"
151.831438314079,-17.1270916138894,"dryreef"
151.767829979938,-17.176417895658,"dryreef"
151.738966550583,-17.2093300947243,"dryreef"
152.345254598551,-19.2333450021919,"dryreef"
152.394868595875,-19.1015021981565,"dryreef"
153.518684039346,-21.8525980821601,"dryreef"
153.767987899472,-21.6603523311171,"dryreef"
154.379723095275,-21.0120157054687,"dryreef"
155.54807419965,-23.2511339337564,"dryreef"
155.178184622829,-22.1902531230096,"dryreef"
155.249130324173,-22.2116360016276,"dryreef"
155.349634563257,-22.1917924264016,"dryreef"
155.465702515517,-22.1733585413618,"dryreef"
155.773186860456,-21.2494998061304,"dryreef"
155.711368444445,-21.2755217308342,"dryreef"
147.113710846314,-15.4970376208917,"reef"
147.163552769824,-16.5181865241508,"reef"
149.167365020528,-16.9616721503977,"reef"
150.00522640934,-16.9284158794479,"reef"
150.658543564733,-16.8515600690197,"reef"
148.882277515534,-17.4079847644891,"reef"
149.333970125806,-17.9395172377585,"reef"
149.625536148142,-18.0768277303181,"reef"
150.546249312788,-17.598982222848,"reef"
146.624001025803,-13.9103289617736,"reef"
146.814813412949,-14.1469112039344,"reef"
146.905755810561,-14.2786813688682,"reef"
147.860864283698,-16.449773291189,"reef"
148.024491232495,-16.462060879086,"reef"
147.736284154194,-16.7533332270913,"reef"
147.854194584256,-17.2356003957786,"reef"
148.46172373574,-17.3219066540461,"reef"
148.47256549707,-17.8345782304815,"reef"
148.192002439123,-17.4024401527565,"reef"
149.16842882712,-15.8825104151954,"reef"
149.198305565593,-15.9720214318859,"reef"
149.355697044112,-15.9728969176058,"reef"
149.623558991867,-16.0198151755581,"reef"
149.858895325636,-16.3156547225964,"reef"
150.285916589488,-16.5279411016439,"reef"
151.753773465645,-17.354965391996,"reef"
152.273802528329,-19.1133124653013,"reef"
153.62333114865,-21.7932068237542,"reef"
148.439745905621,-17.5673262593446,"reef"
154.374197754529,-20.9646403812027,"reef"
150.0958475469,-16.9674917033053,"reef"
150.031508297182,-17.3047203760724,"reef"
149.962161151928,-17.5243907130705,"reef"
155.309930740072,-22.1798345001165,"reef"
155.713115078903,-21.2009592824307,"reef"
155.550299808608,-23.2132508388348,"reef"
155.859448388224,-17.3889819020308,"reef"
144.485648687895,-10.2557752964462,"reef"
144.693458276201,-10.1499446395577,"reef"
144.686726271133,-10.1086006652106,"reef"
154.20758426784,-20.6824899875849,"reef"
144.697993476592,-10.0298862495692,"reef"
154.636987355173,-15.1277912816841,"ridge"
154.657891125163,-15.1736095454238,"ridge"
154.630921757875,-15.0795245303718,"ridge"
154.130743698951,-18.3772778288647,"ridge"
155.977136910358,-17.27270440142,"ridge"
155.388307478893,-23.0638278338597,"ridge"
155.329267612202,-23.2377894102373,"ridge"
156.40135688584,-18.8608196115233,"ridge"
157.428428723084,-14.7019242843808,"ridge"
157.502480082595,-16.8722842397597,"ridge"
157.492699290144,-16.8327989601587,"ridge"
157.67472894737,-23.4752473371862,"ridge"
144.486363488972,-10.2627167601353,"bank"
144.692801804557,-10.0794432790336,"bank"
146.615934868087,-13.9024259938686,"bank"
146.838271607772,-14.1948102202061,"bank"
147.111440486171,-15.5028023881852,"bank"
147.158556550247,-16.5211282375198,"bank"
147.850079657299,-17.2391160027959,"bank"
147.856205157024,-16.4588095489611,"bank"
148.025073338316,-16.4660944247297,"bank"
147.736696003898,-16.7518509967948,"bank"
148.186655968984,-17.4046426249194,"bank"
148.468048026986,-17.3206536098449,"bank"
148.439692351863,-17.5732200450897,"bank"
148.467284165324,-17.8390150094349,"bank"
148.890557301065,-17.4139395244401,"bank"
149.164086126197,-16.005321852467,"bank"
149.360844851767,-15.975901618394,"bank"
149.631091392582,-16.0137240074881,"bank"
149.864331331562,-16.3045792996523,"bank"
149.166855779611,-16.9666078688887,"bank"
149.333026186585,-17.9375949844077,"bank"
149.621638095675,-18.0815656335994,"bank"
149.963389761575,-17.5303942332378,"bank"
150.285898380854,-16.5241390385904,"bank"
150.103629404249,-16.9520187990259,"bank"
150.005981187892,-16.925677429103,"bank"
150.031274849056,-17.3070684759601,"bank"
150.651467533658,-16.8502631447355,"bank"
150.549483243193,-17.6003561346624,"bank"
151.76648715324,-17.345354171915,"bank"
152.269807182381,-19.1210736117713,"bank"
153.633140825363,-21.7894247242756,"bank"
144.852999270805,-10.1278355862197,"knoll"
144.401317265266,-10.4742741967177,"knoll"
144.236580502004,-11.4866183073564,"knoll"
144.718941949158,-10.2305346232443,"knoll"
144.772735636231,-12.3005566646113,"knoll"
144.816320886297,-12.9886947879999,"knoll"
144.808166834044,-12.7845911232312,"knoll"
144.862775494718,-13.4133666779613,"knoll"
144.337437221712,-13.3559529197337,"knoll"
145.330752608777,-10.8920921519061,"knoll"
145.89203219764,-11.7934240558365,"knoll"
145.899216828488,-11.8261605135372,"knoll"
145.979638064146,-13.4047412106987,"knoll"
145.929308379309,-14.5600186787852,"knoll"
145.95956107579,-14.6580159627167,"knoll"
145.937000532176,-14.485272248968,"knoll"
145.879094654501,-14.5053003863859,"knoll"
145.903561986127,-14.5353540682824,"knoll"
145.960207497155,-14.5779303873415,"knoll"
145.876640757675,-14.5436239006407,"knoll"
146.718407613732,-12.6812706382933,"knoll"
146.883537917945,-12.7624686991463,"knoll"
146.190928829133,-13.3382599221761,"knoll"
146.150904344562,-13.7396444920895,"knoll"
146.722518139651,-14.4224175994868,"knoll"
146.08212597274,-15.2870621844661,"knoll"
146.044515091727,-15.3082546598958,"knoll"
146.001620461989,-15.2429952464022,"knoll"
145.986570563447,-15.2453195949744,"knoll"
145.978929925031,-15.253434373412,"knoll"
146.171741109836,-16.0483411970165,"knoll"
146.207125173687,-13.7640489556903,"knoll"
146.793008208708,-14.8581120409431,"knoll"
146.01418458094,-14.9530910943164,"knoll"
146.207154866792,-15.2638978424601,"knoll"
146.094648063277,-15.8978706388901,"knoll"
146.171542774157,-15.7650294279713,"knoll"
146.088362286697,-15.3946653119492,"knoll"
146.077150151141,-15.4515195555343,"knoll"
146.101067660321,-15.4272144332241,"knoll"
146.046178631879,-15.4604298483503,"knoll"
145.94372437748,-15.4759148083113,"knoll"
145.969279931608,-15.8327875993071,"knoll"
145.910349315406,-15.1584022050221,"knoll"
146.942664407964,-17.2942096128022,"knoll"
146.983453675497,-17.269694778251,"knoll"
146.937467638129,-17.2572279854111,"knoll"
146.95382770559,-17.2568501755063,"knoll"
146.947400356743,-17.2150488919509,"knoll"
146.901744299765,-17.2120587199526,"knoll"
146.903262297696,-17.2033373565142,"knoll"
146.884838209669,-17.1992297388912,"knoll"
147.044900380142,-12.8486661646238,"knoll"
147.078025948875,-15.3386981962734,"knoll"
147.436962910044,-16.2892135016417,"knoll"
147.447729774852,-16.2896347530973,"knoll"
147.776898351274,-16.5833858859431,"knoll"
147.992187311066,-16.8134057354497,"knoll"
147.983034358835,-17.1285843348591,"knoll"
147.964653947989,-17.1334072125889,"knoll"
147.668145157856,-17.3940496496732,"knoll"
147.881202270732,-17.7173307340854,"knoll"
147.244073147655,-17.0648710257897,"knoll"
147.277429076982,-16.6095678708858,"knoll"
147.651686803555,-16.7349610725885,"knoll"
147.951464171131,-16.5836541854429,"knoll"
148.993499229375,-15.5991751850376,"knoll"
148.959466116487,-15.9758517389741,"knoll"
148.393193760612,-16.4450896084352,"knoll"
148.015993959581,-16.6381981800597,"knoll"
148.169506795764,-16.7904240085421,"knoll"
148.013268154111,-16.8971647049226,"knoll"
148.173986131366,-17.7868556479453,"knoll"
148.371070908633,-17.911844707007,"knoll"
148.378077788395,-17.9181198485768,"knoll"
148.390483422833,-17.8989222301538,"knoll"
148.453413916028,-17.9547329392391,"knoll"
148.259602241659,-16.8849798621773,"knoll"
149.476460290019,-13.9229577661199,"knoll"
149.470481708199,-13.94944286364,"knoll"
149.502991711065,-13.9502075892605,"knoll"
149.439731114605,-14.0479208128636,"knoll"
149.369780738292,-14.1181844561723,"knoll"
149.331586366388,-14.2091419580022,"knoll"
149.291044564489,-14.2474960550048,"knoll"
149.336421021788,-14.2300894689707,"knoll"
149.267571512327,-14.0895592794452,"knoll"
149.432239379914,-15.9149220149058,"knoll"
149.397009556235,-15.9812321877949,"knoll"
149.348787320289,-15.9983988532415,"knoll"
149.332274262835,-15.9819622740359,"knoll"
149.300367840416,-15.9164858717093,"knoll"
149.95829030393,-16.5079770071682,"knoll"
149.6164283913,-16.6417805382157,"knoll"
149.547557168923,-16.7778509063454,"knoll"
149.430338681755,-18.1562567505535,"knoll"
149.837885705906,-16.5922309637714,"knoll"
149.034332010012,-16.0991357656996,"knoll"
149.159757740234,-15.8054550564211,"knoll"
149.263117511051,-15.8974912027044,"knoll"
149.332974271288,-16.0481822437889,"knoll"
149.399929235593,-16.0480526754633,"knoll"
149.458908027189,-16.0773865338565,"knoll"
150.062640046836,-16.2200277895667,"knoll"
150.698954457545,-17.1840412967395,"knoll"
151.154656771835,-17.4993958519217,"knoll"
151.066883569401,-17.586560492523,"knoll"
151.071171604234,-17.6645560169147,"knoll"
151.097732310408,-17.7349145630452,"knoll"
152.730148108923,-22.647942226625,"knoll"
152.639552749172,-22.6882663792744,"knoll"
152.310256251266,-23.3305035261019,"knoll"
153.397022712279,-18.4794543167065,"knoll"
153.299038146247,-21.8931991983868,"knoll"
153.009349440749,-22.3143649328919,"knoll"
153.787646702677,-18.5045183226339,"knoll"
153.30768812332,-20.8900286189897,"knoll"
153.267686727715,-20.8791496789072,"knoll"
154.824265248694,-17.4064321043416,"knoll"
154.836359348947,-17.4314463542509,"knoll"
154.811779756533,-17.4283862774641,"knoll"
154.769843967621,-17.4658912302881,"knoll"
154.873014705545,-18.1228843921807,"knoll"
154.379613158651,-18.9654148507837,"knoll"
154.202043628199,-18.6682188408534,"knoll"
154.182771433665,-18.6747373727992,"knoll"
154.252430666641,-18.7130289642699,"knoll"
154.188502929855,-18.7189451267388,"knoll"
154.151346353546,-18.554022280597,"knoll"
154.180925730541,-18.5523101452368,"knoll"
154.202297613084,-18.3657423932638,"knoll"
154.166935415242,-18.3844827157616,"knoll"
154.162366595656,-18.3941008190085,"knoll"
154.169435359571,-18.3716142945353,"knoll"
154.188473098578,-18.3471215639988,"knoll"
154.164383613672,-18.3327572565483,"knoll"
154.997462675803,-21.1102012663749,"knoll"
154.979279183839,-21.1188372321727,"knoll"
155.00735954011,-21.1194634763173,"knoll"
154.575559077266,-22.8623217736788,"knoll"
154.631621841627,-22.9275809355039,"knoll"
154.66617191791,-22.9757147267567,"knoll"
154.687569619407,-22.9732012291942,"knoll"
154.513010266841,-24.0369711482884,"knoll"
154.51543526205,-24.0803996195562,"knoll"
154.513464919933,-24.2331321085564,"knoll"
154.56464724396,-24.3811411288515,"knoll"
154.851370040285,-23.0940575838206,"knoll"
155.970612102968,-14.7021159978909,"knoll"
155.956138833665,-14.6408744986343,"knoll"
155.953829968517,-14.8005448155104,"knoll"
155.68884616056,-14.7561810005293,"knoll"
155.758013939631,-15.6341184417045,"knoll"
155.92975599268,-15.7822557041637,"knoll"
155.04157842116,-15.4984679744764,"knoll"
155.05356442547,-15.5162065714642,"knoll"
155.881331069688,-15.1159912312015,"knoll"
155.995241554974,-17.7682725458744,"knoll"
155.954967008492,-17.2691501967837,"knoll"
155.928139166515,-17.2701867455764,"knoll"
155.850425060688,-17.4984926764583,"knoll"
155.822709226053,-17.4873399442249,"knoll"
155.820742097114,-17.5018613282537,"knoll"
155.868833150815,-17.5036710228817,"knoll"
155.86817015735,-17.4924265056417,"knoll"
155.884180822156,-17.4888257307599,"knoll"
155.885162286907,-17.5179137161846,"knoll"
155.903706990216,-17.5152772035688,"knoll"
155.911919838516,-17.487681395706,"knoll"
155.927702537142,-17.5082189682158,"knoll"
155.946698594076,-17.4811809649822,"knoll"
155.913288537489,-17.4669893429615,"knoll"
155.919083997566,-17.474204093878,"knoll"
155.94109837944,-17.4906887117428,"knoll"
155.925582532913,-17.4769321885831,"knoll"
155.936062829794,-17.4746652149783,"knoll"
155.780614673338,-17.6197023699092,"knoll"
155.504757108991,-17.254133127455,"knoll"
155.445508639974,-18.5072975826103,"knoll"
155.449948559251,-18.4711751086778,"knoll"
155.454602299066,-18.4554017401268,"knoll"
155.464534606579,-18.5202173533943,"knoll"
155.464625710499,-18.5035913472513,"knoll"
155.435170391787,-18.1732897725311,"knoll"
155.348499912034,-18.1767979937608,"knoll"
155.383899016127,-18.1608891344927,"knoll"
155.414752375797,-18.1754518261991,"knoll"
155.312015363733,-18.1648994092984,"knoll"
155.125470656607,-18.7028758677568,"knoll"
155.957736201445,-19.0670821368867,"knoll"
155.937187125857,-21.4169924535856,"knoll"
155.575365804375,-22.8955640574815,"knoll"
155.39504878792,-22.9463427221561,"knoll"
155.389375713871,-22.9932263395466,"knoll"
155.385615438444,-22.9587703991804,"knoll"
155.379393313148,-22.9531995069849,"knoll"
155.021699780878,-23.2047514299621,"knoll"
155.447370197674,-23.4132582049462,"knoll"
155.727875805529,-23.3472109976258,"knoll"
155.756032466644,-23.3480425027833,"knoll"
155.648130644589,-23.3723722710756,"knoll"
155.614932739455,-23.37928243015,"knoll"
155.978373979764,-23.6529923458826,"knoll"
155.583064581626,-23.3740881182508,"knoll"
155.476870744885,-23.0068699241902,"knoll"
155.307570938953,-23.012435341456,"knoll"
155.367554803171,-23.0069307712488,"knoll"
155.458802778062,-23.0763577257971,"knoll"
155.503346699598,-23.0336902008403,"knoll"
155.480715993016,-23.0548482805762,"knoll"
155.467401194216,-23.0365137256891,"knoll"
155.450308277795,-23.1076413163924,"knoll"
155.439243320416,-23.0995434623348,"knoll"
155.414794043274,-23.1064160262802,"knoll"
155.358677574985,-23.1426585689558,"knoll"
155.139702068032,-23.1503490662618,"knoll"
155.162105610931,-23.1535887581451,"knoll"
155.24957874735,-23.1060418218074,"knoll"
155.381029501697,-23.2007485039036,"knoll"
155.515753997852,-23.4144917561678,"knoll"
155.505055141071,-23.4167440049113,"knoll"
155.299456737694,-23.2992171683803,"knoll"
155.288093711426,-23.3150462309861,"knoll"
155.277964618444,-23.3390094731589,"knoll"
155.353312703728,-23.1965990959168,"knoll"
155.355410017195,-23.2326988807393,"knoll"
155.363499986604,-23.1616796621067,"knoll"
155.371316623231,-23.1487034782919,"knoll"
155.37499798284,-23.1639648663236,"knoll"
155.505198153513,-24.2031886140401,"knoll"
155.493243218932,-24.2143598003283,"knoll"
155.453723723997,-24.2579230499036,"knoll"
155.434495149225,-24.2658190096821,"knoll"
155.450530221473,-24.2756142298238,"knoll"
155.412976353191,-24.2891475253939,"knoll"
155.410464939031,-24.3074385952739,"knoll"
155.397976940235,-24.3166166219384,"knoll"
155.495423555488,-24.4076847210523,"knoll"
155.484794295617,-24.3038964037828,"knoll"
156.044922971586,-15.8202778165566,"knoll"
156.59915620108,-16.1952149742215,"knoll"
156.392238148203,-16.0647454794421,"knoll"
156.487229280375,-16.109231859887,"knoll"
156.338903245167,-17.9595073931284,"knoll"
156.280554548504,-18.5329949500772,"knoll"
156.211873887466,-19.6255247389532,"knoll"
156.210055698201,-19.6137951246606,"knoll"
156.19756642266,-19.6187993547416,"knoll"
156.162119894279,-19.5873817702573,"knoll"
156.107319960419,-19.6131503473414,"knoll"
156.083958751327,-19.6136484034592,"knoll"
156.172202894289,-19.7198081413784,"knoll"
156.156276275406,-19.7247341453147,"knoll"
156.065494539886,-19.4536436079196,"knoll"
156.740423266914,-20.5758316907822,"knoll"
156.999534502228,-20.6675549457862,"knoll"
157.062904581519,-20.9212069491608,"knoll"
156.856783401412,-21.0506274091935,"knoll"
156.865775883699,-21.1039221586466,"knoll"
156.423773847737,-21.7355207315171,"knoll"
156.523376499843,-21.5928256161904,"knoll"
157.08991940209,-21.4568615046395,"knoll"
156.998713422203,-21.0127279905839,"knoll"
156.338136899525,-21.5457363729845,"knoll"
156.535181189116,-22.5981136990285,"knoll"
156.545486056617,-22.619951945042,"knoll"
156.460979188956,-23.2349924249095,"knoll"
156.841644862163,-23.468715395858,"knoll"
156.331873403543,-23.2040584372839,"knoll"
156.946374175502,-23.7679749894489,"knoll"
156.297374426865,-24.0087820748932,"knoll"
157.571781191656,-14.8752230821033,"knoll"
157.720201085965,-16.963808447822,"knoll"
157.609211815612,-16.9021303485514,"knoll"
157.108255774653,-23.2487171549661,"knoll"
157.664899489173,-23.1592246346768,"knoll"
157.460402483071,-24.1974608130474,"knoll"
144.003124875482,-12.9163652135623,"canyon"
143.977485167673,-12.8917505052769,"canyon"
143.931395343966,-12.7777383962358,"canyon"
143.934893790835,-12.7344602083547,"canyon"
143.959818264245,-12.6739119575135,"canyon"
143.978723919465,-12.5150728082929,"canyon"
144.14232014548,-12.1643573667001,"canyon"
144.150422087666,-12.0434385132598,"canyon"
144.060307225457,-12.989003174943,"canyon"
144.271864241922,-10.7430743672732,"canyon"
144.391542216587,-10.9358909499394,"canyon"
144.42759443296,-11.1119907462228,"canyon"
144.39703375773,-11.2690718769265,"canyon"
144.549002856992,-11.5589053630746,"canyon"
144.378550672207,-10.5228298495911,"canyon"
144.672345834297,-10.1992181342402,"canyon"
144.515123727819,-11.7189373651429,"canyon"
144.496987306945,-11.877902168621,"canyon"
144.487384292831,-11.9002644306476,"canyon"
144.815050017148,-10.0138128470259,"canyon"
144.828079441158,-10.0940882286104,"canyon"
144.838403815742,-10.1570927621096,"canyon"
144.828647167377,-10.2330181195899,"canyon"
144.901668855704,-12.7672336319372,"canyon"
144.091398177523,-13.3742854841795,"canyon"
144.157742951458,-13.397617139025,"canyon"
144.21092223545,-13.4626975728612,"canyon"
144.282776057666,-13.4880857703662,"canyon"
144.375560607392,-13.6752504188563,"canyon"
144.423387456932,-13.7250127432994,"canyon"
144.455202783421,-13.741682773776,"canyon"
144.897556864884,-13.9852988342776,"canyon"
144.870240097076,-13.9624700477379,"canyon"
144.842405826775,-13.9416187166659,"canyon"
144.82835564386,-13.9321261750421,"canyon"
144.638681371449,-13.8260110731484,"canyon"
144.743857423152,-13.8191545266834,"canyon"
144.715083585945,-13.8012778806836,"canyon"
144.687969066336,-13.8132042743757,"canyon"
144.800816790193,-13.8168804141262,"canyon"
144.786799314115,-13.8872290182349,"canyon"
144.80284044823,-13.8998375905888,"canyon"
144.100383388513,-13.2068874051062,"canyon"
144.914496383409,-14.0196179211228,"canyon"
145.423421587656,-12.3700644581827,"canyon"
145.193338718191,-14.0894067285199,"canyon"
145.316674237574,-14.1451189723963,"canyon"
145.380563496455,-14.19919659795,"canyon"
145.488299422431,-14.227093128428,"canyon"
145.523075799428,-14.3191516388348,"canyon"
145.792159350323,-14.6615761704959,"canyon"
145.800267800727,-14.7464172817228,"canyon"
145.820964645048,-14.9387067271347,"canyon"
